Userid,Name,Email,Status,"Last seen location (latitude, longitude)",Time of day,Day of the week,Month,Weather,Academic calendar events,Building
ufa8l1hpu,Santiago Nelson,nelson.9638@osu.edu,idle,"40.001746, -83.013176",16:30,Sunday,June,Sunny,Regular,18th Avenue library
upd5hdxbh,Avery Torres,torres.3014@osu.edu,active,"39.998287, -83.012063",20:45,Monday,March,Cloudy,Midterms season,orton library
uk291yopv,Elizabeth King,king.67@osu.edu,active,"40.001800, -83.013393",12:15,Tuesday,January,Snow,Regular,18th Avenue library
u5z8x0hs8,Gianna Gonzalez,gonzalez.3075@osu.edu,idle,"39.998362, -83.009135",18:30,Wednesday,December,Cloudy,Finals season,Ohio Union
uhx78ksqp,Valentina Baker,baker.6231@osu.edu,active,"40.001657, -83.013066",14:45,Thursday,March,Rain,Regular,18th Avenue library
uzzn8zwut,Mia Ramirez,ramirez.3062@osu.edu,active,"39.999039, -83.015104",10:30,Sunday,September,Cloudy,Regular,Thompson library
uqwx4o5us,Elizabeth Young,young.824@osu.edu,active,"40.003486, -83.017017",14:30,Monday,February,Snow,Regular,Knowlton Hall
ufbif0q78,Sebastian Scott,scott.3518@osu.edu,active,"40.000456, -83.009572",17:00,Wednesday,January,Cloudy,Regular,wexner center
uwcu0yk01,Emily Hall,hall.6167@osu.edu,active,"39.998296, -83.011915",17:30,Sunday,February,Sunny,Regular,orton library
uvlq4aeyp,Sophia Nelson,nelson.3137@osu.edu,active,"40.001744, -83.013525",15:30,Monday,October,Sunny,Midterms season,18th Avenue library
u8wtqmnia,Lucas Sanchez,sanchez.5906@osu.edu,active,"40.001854, -83.013450",18:45,Sunday,October,Cloudy,Midterms season,18th Avenue library
u8qhqaigz,Gianna Thomas,thomas.4217@osu.edu,idle,"40.003890, -83.015985",01:30,Wednesday,November,Sunny,Regular,Knowlton Hall
u8zqn7yko,Emma Jackson,jackson.5152@osu.edu,active,"39.997937, -83.008591",08:45,Monday,January,Cloudy,Regular,Ohio Union
ut1qctefz,Sophia Perez,perez.3794@osu.edu,idle,"39.998255, -83.011782",00:30,Friday,December,Cloudy,Finals season,orton library
uw6rvj0sf,Diego Hill,hill.2436@osu.edu,active,"40.000116, -83.008604",20:15,Wednesday,December,Cloudy,Finals season,wexner center
uuuoiwsxy,Elijah Campbell,campbell.7647@osu.edu,active,"39.998967, -83.015268",16:30,Tuesday,October,Rain,Regular,Thompson library
urmzf5ckw,Lorenzo Nguyen,nguyen.8406@osu.edu,active,"40.003593, -83.016535",22:15,Friday,November,Cloudy,Regular,Knowlton Hall
ukaxinxny,Maria Scott,scott.6581@osu.edu,active,"39.998102, -83.009398",11:30,Tuesday,October,Sunny,Midterms season,Ohio Union
u66ze7dob,Evelyn Young,young.472@osu.edu,idle,"40.003386, -83.017485",10:00,Thursday,January,Snow,Regular,Knowlton Hall
uo9tke5kl,Jackson Garcia,garcia.8654@osu.edu,active,"40.001502, -83.013220",20:00,Tuesday,May,Rain,Finals season,18th Avenue library
uh6f1hrw1,Luna Walker,walker.7685@osu.edu,active,"39.999507, -83.015221",09:45,Wednesday,September,Cloudy,Regular,Thompson library
unfno9iv7,Harper Jackson,jackson.2883@osu.edu,idle,"40.000647, -83.008917",19:15,Tuesday,November,Cloudy,Regular,wexner center
uu2mtwzn9,Amelia Campbell,campbell.9251@osu.edu,idle,"40.000230, -83.008734",16:30,Wednesday,March,Sunny,Regular,wexner center
ux8zuqqxz,Logan Torres,torres.7288@osu.edu,idle,"39.997760, -83.009269",12:30,Wednesday,September,Sunny,Regular,Ohio Union
ultsozs2b,Oliver Scott,scott.564@osu.edu,idle,"39.998333, -83.011683",17:45,Wednesday,August,Sunny,Regular,orton library
uqhfinq9p,William Wright,wright.9500@osu.edu,active,"40.001579, -83.013371",17:15,Saturday,October,Sunny,Regular,18th Avenue library
u9wseq0fj,Olivia Lee,lee.8142@osu.edu,active,"39.999316, -83.015002",16:00,Friday,September,Cloudy,Regular,Thompson library
u1nz13nva,Henry Jackson,jackson.1045@osu.edu,active,"40.001751, -83.013484",19:45,Tuesday,March,Rain,Midterms season,18th Avenue library
ul7e4z5yd,Jackson Scott,scott.8987@osu.edu,active,"40.000107, -83.008852",15:45,Thursday,November,Cloudy,Regular,wexner center
uy5cl3ay8,Valentina Davis,davis.3446@osu.edu,active,"39.999532, -83.014730",18:30,Friday,July,Sunny,Regular,Thompson library
u3srm5jtb,Juan Moore,moore.5752@osu.edu,active,"40.001851, -83.013375",19:45,Thursday,October,Sunny,Regular,18th Avenue library
uwk6omg4t,Avery Nguyen,nguyen.5098@osu.edu,idle,"39.998495, -83.008622",13:45,Monday,September,Cloudy,Regular,Ohio Union
uhgb3nhkw,Charlotte Johnson,johnson.5848@osu.edu,idle,"39.998452, -83.012210",21:30,Friday,December,Snow,Finals season,orton library
u0o5v1qp5,Amelia Thomas,thomas.46@osu.edu,idle,"39.998657, -83.008368",19:00,Tuesday,October,Sunny,Regular,Ohio Union
uzy5nvetu,Jacob Wilson,wilson.4834@osu.edu,idle,"39.998342, -83.011871",05:00,Friday,August,Sunny,Regular,orton library
ulxc8olxc,Sebastian Nguyen,nguyen.3048@osu.edu,active,"39.999358, -83.015249",12:15,Tuesday,April,Sunny,Finals season,Thompson library
uolc7x5pf,Emily Perez,perez.2845@osu.edu,idle,"39.997991, -83.009234",12:00,Monday,March,Sunny,Midterms season,Ohio Union
uptnx6rmn,Daniel Davis,davis.5442@osu.edu,active,"39.999412, -83.014762",14:00,Wednesday,January,Snow,Regular,Thompson library
ufa0l5sry,Michael Jones,jones.1717@osu.edu,active,"40.001823, -83.013560",19:45,Thursday,March,Sunny,Midterms season,18th Avenue library
u4ese9s0d,Amelia Wright,wright.7530@osu.edu,idle,"40.000464, -83.009064",15:15,Monday,October,Cloudy,Midterms season,wexner center
u2ikztim3,Charlotte Garcia,garcia.2809@osu.edu,idle,"39.999479, -83.015367",22:45,Friday,September,Sunny,Regular,Thompson library
uytxzbqe3,Diego Scott,scott.6588@osu.edu,active,"40.001641, -83.013630",19:45,Saturday,March,Cloudy,Midterms season,18th Avenue library
u4x4hp1w1,Jackson Brown,brown.3291@osu.edu,active,"39.998436, -83.011892",08:45,Tuesday,October,Cloudy,Regular,orton library
unbobpoc8,Sophia Rivera,rivera.5075@osu.edu,active,"40.001809, -83.013332",20:00,Sunday,November,Rain,Regular,18th Avenue library
uxsy8bikr,Mateo Lopez,lopez.8628@osu.edu,active,"39.999594, -83.014509",12:00,Tuesday,March,Sunny,Midterms season,Thompson library
uvrk6bc8l,Avery Brown,brown.2255@osu.edu,active,"39.997165, -83.008340",12:00,Thursday,May,Cloudy,Finals season,Ohio Union
ugaynuoho,Lucas Anderson,anderson.2599@osu.edu,idle,"39.998139, -83.008244",21:15,Tuesday,February,Rain,Regular,Ohio Union
u9wlsal2f,Ava Sanchez,sanchez.4397@osu.edu,active,"39.998120, -83.012128",21:45,Monday,February,Cloudy,Regular,orton library
uvgcea090,Aiden Walker,walker.5699@osu.edu,active,"40.000608, -83.008982",05:15,Tuesday,December,Snow,Finals season,wexner center
uoidhre46,Santiago Clark,clark.9886@osu.edu,active,"40.001569, -83.013086",23:00,Thursday,September,Sunny,Regular,18th Avenue library
uyxcg1myx,Isabella Thompson,thompson.1613@osu.edu,active,"40.003812, -83.015963",14:15,Sunday,November,Cloudy,Regular,Knowlton Hall
upvq8m4uf,Carlos Lopez,lopez.4794@osu.edu,idle,"39.998480, -83.012179",08:00,Sunday,December,Snow,Regular,orton library
u6njq6tuq,Elijah Ramirez,ramirez.1930@osu.edu,active,"40.003593, -83.016357",09:45,Friday,April,Cloudy,Regular,Knowlton Hall
u4azm6gqu,Sebastian Robinson,robinson.7108@osu.edu,active,"40.001557, -83.013436",14:15,Monday,March,Rain,Regular,18th Avenue library
u72lpx2tl,Isabella Sanchez,sanchez.3712@osu.edu,active,"39.999053, -83.014603",17:15,Tuesday,November,Rain,Regular,Thompson library
uk181n0ap,Maria Baker,baker.7420@osu.edu,active,"40.001582, -83.013057",09:30,Monday,January,Snow,Regular,18th Avenue library
u6mx5kdne,Harper Miller,miller.6662@osu.edu,idle,"40.001574, -83.013563",09:30,Wednesday,November,Cloudy,Regular,18th Avenue library
uxoovwv4n,Emma Davis,davis.4586@osu.edu,active,"39.999543, -83.014520",18:30,Sunday,December,Rain,Finals season,Thompson library
ueox5v6kc,Sofia Lee,lee.8313@osu.edu,active,"40.001590, -83.013585",14:00,Wednesday,November,Sunny,Regular,18th Avenue library
usnqwluxs,Daniel Thompson,thompson.9788@osu.edu,active,"39.997764, -83.008341",13:45,Wednesday,March,Rain,Midterms season,Ohio Union
uw5rm2ue5,Oliver Wright,wright.407@osu.edu,idle,"40.001487, -83.013388",19:30,Wednesday,April,Cloudy,Regular,18th Avenue library
u0ix9aa9j,Sebastian Allen,allen.4229@osu.edu,active,"39.999278, -83.014934",18:45,Monday,October,Cloudy,Midterms season,Thompson library
u9kyj3j17,Andrea King,king.3977@osu.edu,active,"40.003620, -83.016440",12:45,Tuesday,October,Rain,Midterms season,Knowlton Hall
uptdo6y9i,Natalia Gonzalez,gonzalez.9497@osu.edu,idle,"40.003485, -83.016521",11:15,Monday,June,Cloudy,Regular,Knowlton Hall
utbqcsdkv,Andrea Wright,wright.6383@osu.edu,active,"39.999562, -83.015070",01:15,Tuesday,March,Sunny,Midterms season,Thompson library
up41csyyz,Andrea Rodriguez,rodriguez.5530@osu.edu,active,"40.003788, -83.017372",14:00,Monday,March,Sunny,Midterms season,Knowlton Hall
u9sdg6mw5,Mia Jones,jones.4041@osu.edu,active,"40.003518, -83.017293",13:15,Thursday,September,Sunny,Regular,Knowlton Hall
uaz6c50w9,Charlotte Nelson,nelson.1207@osu.edu,active,"40.001819, -83.013118",08:45,Monday,November,Cloudy,Regular,18th Avenue library
uhovys02d,Gabriel Mitchell,mitchell.8130@osu.edu,active,"40.000585, -83.008650",17:45,Thursday,March,Rain,Regular,wexner center
uuc98fp08,Alexander Mitchell,mitchell.9289@osu.edu,active,"40.001519, -83.013538",09:15,Tuesday,October,Rain,Midterms season,18th Avenue library
u7gdjlesr,Santiago Hernandez,hernandez.1342@osu.edu,active,"39.999467, -83.015211",00:30,Tuesday,November,Cloudy,Regular,Thompson library
uwyoqm0jq,Natalia Campbell,campbell.3485@osu.edu,idle,"39.998232, -83.011924",12:30,Wednesday,September,Cloudy,Regular,orton library
u3vzq8f12,Camila Jackson,jackson.1506@osu.edu,active,"40.001839, -83.013065",20:00,Sunday,October,Cloudy,Regular,18th Avenue library
u9pq13dyz,Emma Nguyen,nguyen.5194@osu.edu,active,"40.003545, -83.016322",16:15,Tuesday,December,Snow,Finals season,Knowlton Hall
uibnp9ggy,Elizabeth Robinson,robinson.1454@osu.edu,active,"40.001569, -83.013355",14:00,Thursday,November,Rain,Regular,18th Avenue library
urzec8e47,Santiago Flores,flores.8546@osu.edu,active,"39.998121, -83.012188",15:15,Sunday,May,Sunny,Regular,orton library
u9dywuarp,Elizabeth Torres,torres.5593@osu.edu,idle,"40.001680, -83.013378",17:45,Sunday,January,Cloudy,Regular,18th Avenue library
ut06nexua,Elizabeth Clark,clark.7820@osu.edu,active,"39.998574, -83.008312",09:45,Thursday,May,Sunny,Regular,Ohio Union
uztialbgk,Ella Anderson,anderson.8373@osu.edu,idle,"40.000818, -83.009382",16:00,Tuesday,April,Cloudy,Finals season,wexner center
u9iiyr9uz,Elizabeth Garcia,garcia.7064@osu.edu,idle,"39.998396, -83.012024",22:45,Friday,February,Cloudy,Regular,orton library
u6h1ynhxw,Ethan Lopez,lopez.2442@osu.edu,active,"40.001351, -83.010025",19:15,Monday,March,Rain,Regular,wexner center
u2lckg0vz,Lucas Smith,smith.3479@osu.edu,active,"39.999397, -83.014632",16:45,Sunday,January,Snow,Regular,Thompson library
undolg08h,Amelia Perez,perez.4169@osu.edu,active,"39.999560, -83.015237",08:45,Tuesday,January,Snow,Regular,Thompson library
ud5ixcb30,Ethan Adams,adams.9398@osu.edu,active,"39.999194, -83.015061",08:30,Tuesday,October,Sunny,Regular,Thompson library
umhk8jzjh,Luna Martin,martin.4664@osu.edu,active,"39.999346, -83.014563",10:15,Sunday,November,Rain,Regular,Thompson library
ugjugi1k7,Maria Sanchez,sanchez.8174@osu.edu,idle,"40.001819, -83.013464",00:45,Sunday,April,Cloudy,Regular,18th Avenue library
ucpt7rc9x,Gianna Nelson,nelson.4681@osu.edu,active,"40.001609, -83.013086",15:30,Saturday,May,Rain,Finals season,18th Avenue library
uyekatmdk,Harper Brown,brown.8695@osu.edu,active,"39.999627, -83.014498",18:45,Wednesday,February,Snow,Regular,Thompson library
uzvnywcdo,Gabriel Martin,martin.3312@osu.edu,active,"39.999432, -83.014571",21:15,Wednesday,November,Cloudy,Regular,Thompson library
u7ay9ierf,Mateo Taylor,taylor.9608@osu.edu,idle,"39.998326, -83.012057",22:00,Sunday,January,Cloudy,Regular,orton library
u5zzyh7u4,Luna Wright,wright.5749@osu.edu,idle,"40.000185, -83.009530",23:00,Tuesday,September,Cloudy,Regular,wexner center
u7xj8hnmt,Avery Jackson,jackson.1339@osu.edu,active,"39.999329, -83.014666",07:15,Wednesday,March,Sunny,Regular,Thompson library
usjg2s4hq,Avery Martinez,martinez.7907@osu.edu,active,"39.998470, -83.011827",21:45,Saturday,October,Sunny,Regular,orton library
u1jsmsay2,Evelyn Campbell,campbell.4160@osu.edu,active,"40.003440, -83.016693",15:30,Tuesday,March,Cloudy,Regular,Knowlton Hall
u0x2xb07o,Ethan Martinez,martinez.6920@osu.edu,active,"39.998981, -83.014972",19:30,Monday,September,Rain,Regular,Thompson library
ux2pp3566,Abigail Flores,flores.9779@osu.edu,active,"39.999491, -83.014563",15:15,Friday,April,Cloudy,Finals season,Thompson library
u6axf9hl6,Noah Gonzalez,gonzalez.5045@osu.edu,active,"40.001851, -83.013501",12:15,Friday,January,Snow,Regular,18th Avenue library
uuf8uwzd2,Gianna Nguyen,nguyen.773@osu.edu,active,"39.998158, -83.012105",14:15,Wednesday,March,Sunny,Midterms season,orton library
us3fwxrf6,Noah Sanchez,sanchez.5054@osu.edu,active,"40.001652, -83.013388",08:15,Sunday,May,Rain,Regular,18th Avenue library
upb0igmkt,Mateo Moore,moore.9468@osu.edu,active,"39.998214, -83.012190",16:00,Wednesday,January,Cloudy,Regular,orton library
uegb8bm0r,Abigail Scott,scott.2861@osu.edu,idle,"40.003526, -83.017249",15:15,Thursday,February,Rain,Regular,Knowlton Hall
udqhiublk,Gabriel Allen,allen.6948@osu.edu,idle,"39.999044, -83.015285",20:30,Wednesday,November,Cloudy,Regular,Thompson library
uqa9ohtjq,Olivia Ramirez,ramirez.5456@osu.edu,active,"39.999077, -83.015379",09:30,Wednesday,November,Cloudy,Regular,Thompson library
uhc5fkyk9,Jacob Davis,davis.6030@osu.edu,active,"40.001886, -83.013105",08:15,Thursday,May,Sunny,Regular,18th Avenue library
u9ua9f7f6,Ella Hernandez,hernandez.227@osu.edu,active,"40.001654, -83.013098",18:30,Sunday,August,Cloudy,Regular,18th Avenue library
u5zing1w0,Elijah Jackson,jackson.7759@osu.edu,idle,"39.998218, -83.012131",16:45,Wednesday,November,Cloudy,Regular,orton library
u82g040sm,Alexander Wright,wright.5227@osu.edu,active,"40.001730, -83.013292",21:15,Tuesday,April,Rain,Finals season,18th Avenue library
u6k2e9dgo,Alexander Mitchell,mitchell.5042@osu.edu,active,"40.003596, -83.016929",11:45,Sunday,February,Rain,Regular,Knowlton Hall
uves0pby2,Henry Wright,wright.2741@osu.edu,active,"40.001291, -83.009879",17:45,Tuesday,February,Rain,Regular,wexner center
ukzi8dlwc,Abigail Gonzalez,gonzalez.1792@osu.edu,idle,"39.999117, -83.014582",13:45,Tuesday,October,Cloudy,Midterms season,Thompson library
uyshnbwlk,Juan Wright,wright.4467@osu.edu,active,"40.001767, -83.013424",17:15,Tuesday,October,Cloudy,Midterms season,18th Avenue library
uifwnolvj,Michael Allen,allen.2057@osu.edu,idle,"40.003464, -83.016577",08:15,Saturday,March,Cloudy,Midterms season,Knowlton Hall
um9nlsm7l,Ava Nguyen,nguyen.3601@osu.edu,active,"40.001540, -83.013503",20:45,Thursday,September,Rain,Regular,18th Avenue library
u50sbt2w7,Lorenzo Lewis,lewis.1435@osu.edu,idle,"40.001339, -83.009175",00:45,Monday,May,Sunny,Regular,wexner center
u21ki8bxl,Henry Scott,scott.3947@osu.edu,idle,"39.999405, -83.014924",10:30,Friday,September,Rain,Regular,Thompson library
unxsuky7k,Benjamin Garcia,garcia.697@osu.edu,idle,"39.999337, -83.014590",20:45,Sunday,September,Cloudy,Regular,Thompson library
uctzricqz,Camila Rodriguez,rodriguez.914@osu.edu,active,"39.999220, -83.014580",17:30,Sunday,May,Rain,Regular,Thompson library
uau8usbac,Charlotte Clark,clark.7219@osu.edu,active,"39.998418, -83.012126",15:15,Tuesday,February,Cloudy,Regular,orton library
uh4x6xxac,Jack Ramirez,ramirez.55@osu.edu,idle,"40.001798, -83.013566",10:15,Monday,April,Rain,Finals season,18th Avenue library
u5h40xre3,Daniel Allen,allen.8290@osu.edu,active,"39.999390, -83.014818",15:45,Thursday,January,Cloudy,Regular,Thompson library
u05f2s0ex,Emma Carter,carter.3140@osu.edu,idle,"40.001574, -83.013346",20:15,Saturday,March,Rain,Midterms season,18th Avenue library
ugpe411or,Diego Harris,harris.7048@osu.edu,active,"39.997917, -83.008409",07:30,Friday,February,Cloudy,Regular,Ohio Union
u43xdq8vo,Elijah Jones,jones.1336@osu.edu,active,"40.001495, -83.013429",14:15,Thursday,September,Sunny,Regular,18th Avenue library
u2nizmtv3,Sophia Williams,williams.7385@osu.edu,active,"39.999292, -83.015019",17:15,Sunday,February,Snow,Regular,Thompson library
u20ii4u8x,Daniel Thompson,thompson.3764@osu.edu,idle,"39.999476, -83.014803",09:30,Wednesday,December,Sunny,Finals season,Thompson library
u4fsnsjay,Mia Sanchez,sanchez.6490@osu.edu,active,"39.998537, -83.008969",21:00,Friday,March,Rain,Midterms season,Ohio Union
ufznez8eq,Ethan Hall,hall.7577@osu.edu,active,"40.001567, -83.013606",21:00,Wednesday,September,Cloudy,Regular,18th Avenue library
u6ejxau8y,Lorenzo Hernandez,hernandez.7632@osu.edu,idle,"39.998238, -83.012054",18:00,Tuesday,September,Cloudy,Regular,orton library
u2b2mqbye,Ella Davis,davis.2005@osu.edu,idle,"39.999009, -83.015249",16:15,Sunday,February,Sunny,Regular,Thompson library
ubs3ivd6s,Ella Miller,miller.8891@osu.edu,idle,"40.000276, -83.009673",20:00,Thursday,April,Cloudy,Finals season,wexner center
uzoppjby3,Carlos Baker,baker.7315@osu.edu,active,"39.997931, -83.009203",12:45,Thursday,March,Rain,Midterms season,Ohio Union
ue07jb8pu,Ella Hernandez,hernandez.6308@osu.edu,idle,"39.998463, -83.012084",08:30,Tuesday,February,Cloudy,Regular,orton library
ugcewv8x2,Charlotte Lopez,lopez.8152@osu.edu,active,"39.998538, -83.008532",11:15,Saturday,November,Cloudy,Regular,Ohio Union
uteckfpz2,Luna Davis,davis.6486@osu.edu,active,"40.001632, -83.013134",20:30,Monday,January,Snow,Regular,18th Avenue library
u8wq9wefl,Emma Carter,carter.1897@osu.edu,active,"40.003554, -83.017264",11:30,Tuesday,April,Rain,Regular,Knowlton Hall
uj7b6l9l8,Natalia Wright,wright.3280@osu.edu,active,"39.999284, -83.014572",13:30,Thursday,January,Cloudy,Regular,Thompson library
u3xrnj2ot,Michael Perez,perez.4033@osu.edu,idle,"40.001641, -83.013282",13:45,Thursday,October,Sunny,Regular,18th Avenue library
u6gpy0848,Natalia Perez,perez.9033@osu.edu,active,"40.001747, -83.013468",13:30,Sunday,December,Snow,Finals season,18th Avenue library
upip4aprf,Aiden Baker,baker.5547@osu.edu,idle,"39.998474, -83.011847",15:45,Wednesday,May,Sunny,Finals season,orton library
u2tp3j6oq,Valentina Ramirez,ramirez.8414@osu.edu,idle,"39.999494, -83.014835",18:15,Monday,August,Sunny,Regular,Thompson library
uis9izg2c,Maria Adams,adams.1367@osu.edu,active,"40.000272, -83.008612",17:15,Sunday,October,Rain,Midterms season,wexner center
unt7jj9y1,Daniel Walker,walker.5491@osu.edu,idle,"39.999275, -83.015012",12:15,Monday,January,Snow,Regular,Thompson library
uhdfebl73,Jack Brown,brown.5100@osu.edu,idle,"40.001632, -83.013371",12:45,Friday,October,Rain,Midterms season,18th Avenue library
uf1f135om,Luna Rivera,rivera.8808@osu.edu,idle,"40.001809, -83.013567",09:15,Tuesday,March,Rain,Regular,18th Avenue library
uic7b1c81,Evelyn Torres,torres.1064@osu.edu,idle,"40.001841, -83.013486",17:00,Tuesday,November,Rain,Regular,18th Avenue library
ucpocusah,Oliver Miller,miller.757@osu.edu,active,"40.001669, -83.013206",19:00,Monday,February,Snow,Regular,18th Avenue library
ur29k5nsh,Ella Flores,flores.9364@osu.edu,active,"40.001580, -83.013490",13:30,Friday,January,Sunny,Regular,18th Avenue library
usxgzh4ub,Sebastian Green,green.748@osu.edu,active,"40.000835, -83.009037",14:15,Tuesday,March,Sunny,Midterms season,wexner center
uue8b1mz1,Charlotte Scott,scott.7375@osu.edu,active,"39.997729, -83.008232",20:45,Tuesday,May,Rain,Regular,Ohio Union
uxnnq9n3k,Lorenzo Martin,martin.968@osu.edu,active,"39.999615, -83.014640",13:30,Tuesday,September,Sunny,Regular,Thompson library
uugpt6vka,Sophia Allen,allen.1064@osu.edu,idle,"39.998542, -83.009450",08:45,Friday,June,Sunny,Regular,Ohio Union
u41rvgu0y,Lorenzo Hernandez,hernandez.6165@osu.edu,idle,"40.003800, -83.016912",23:30,Thursday,June,Sunny,Regular,Knowlton Hall
uahswse7e,Isabella Nelson,nelson.3049@osu.edu,active,"40.001727, -83.013497",20:30,Wednesday,September,Cloudy,Regular,18th Avenue library
